form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
გაჰბაჯბაჯდებოდენ;conj-future;3;pl;-;გაჰ;ბაჯბაჯ;-;-;დებოდენ;MV;passive;123-10;123;*ბარბაც
გაჰბაჯბაჯდებოდნენ;conj-future;3;pl;-;გაჰ;ბაჯბაჯ;-;-;დებოდნენ;MV;passive;123-10;123;*ბარბაც
გაბაჯბაჯდებოდენ;conj-future;3;pl;-;გა;ბაჯბაჯ;-;-;დებოდენ;MV;passive;123-10;123;*ბაჯბაჯებ
გაბაჯბაჯდებოდნენ;conj-future;3;pl;-;გა;ბაჯბაჯ;-;-;დებოდნენ;MV;passive;123-10;123;*ბარბაც
გამოჰბაჯბაჯდებოდენ;conj-future;3;pl;გამო;ჰ;ბაჯბაჯ;-;-;დებოდენ;MV;passive;123-10;123;*ბაჯბაჯებ
გამოჰბაჯბაჯდებოდნენ;conj-future;3;pl;გამო;ჰ;ბაჯბაჯ;-;-;დებოდნენ;MV;passive;123-10;123;*ბარბაც
გამობაჯბაჯდებოდენ;conj-future;3;pl;გამო;-;ბაჯბაჯ;-;-;დებოდენ;MV;passive;123-10;123;*ბაჯბაჯებ
გამობაჯბაჯდებოდნენ;conj-future;3;pl;გამო;-;ბაჯბაჯ;-;-;დებოდნენ;MV;passive;123-10;123;*ბაჯბაჯებ
გავბაჯბაჯებულიყო;conj-perfect;1;sg;-;გავ;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გამოვბაჯბაჯებულიყო;conj-perfect;1;sg;გამო;ვ;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გაჰბაჯბაჯებულიყო;conj-perfect;2;sg;-;გაჰ;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გაბაჯბაჯებულიყო;conj-perfect;2;sg;-;გა;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გამოჰბაჯბაჯებულიყო;conj-perfect;2;sg;გამო;ჰ;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გამობაჯბაჯებულიყო;conj-perfect;2;sg;გამო;-;ბაჯბაჯ;ებ;-;ულიყო;MV;passive;123-10;123;*ბაჯბაჯებ
გაჰბაჯბაჯებულიყოს;conj-perfect;3;sg;-;გაჰ;ბაჯბაჯ;ებ;-;ულიყოს;MV;passive;123-10;123;*ბაჯბაჯებ
გაბაჯბაჯებულიყოს;conj-perfect;3;sg;-;გა;ბაჯბაჯ;ებ;-;ულიყოს;MV;passive;123-10;123;*ბაჯბაჯებ
გამოჰბაჯბაჯებულიყოს;conj-perfect;3;sg;გამო;ჰ;ბაჯბაჯ;ებ;-;ულიყოს;MV;passive;123-10;123;*ბაჯბაჯებ
გამობაჯბაჯებულიყოს;conj-perfect;3;sg;გამო;-;ბაჯბაჯ;ებ;-;ულიყოს;MV;passive;123-10;123;*ბაჯბაჯებ
გავბაჯბაჯებულიყოთ;conj-perfect;1;pl;-;გავ;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გამოვბაჯბაჯებულიყოთ;conj-perfect;1;pl;გამო;ვ;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გაჰბაჯბაჯებულიყოთ;conj-perfect;2;pl;-;გაჰ;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გაბაჯბაჯებულიყოთ;conj-perfect;2;pl;-;გა;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გამოჰბაჯბაჯებულიყოთ;conj-perfect;2;pl;გამო;ჰ;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გამობაჯბაჯებულიყოთ;conj-perfect;2;pl;გამო;-;ბაჯბაჯ;ებ;-;ულიყოთ;MV;passive;123-10;123;*ბაჯბაჯებ
გაჰბაჯბაჯებულიყონ;conj-perfect;3;pl;-;გაჰ;ბაჯბაჯ;ებ;-;ულიყონ;MV;passive;123-10;123;*ბაჯბაჯებ
გაბაჯბაჯებულიყონ;conj-perfect;3;pl;-;გა;ბაჯბაჯ;ებ;-;ულიყონ;MV;passive;123-10;123;*ბაჯბაჯებ
გამოჰბაჯბაჯებულიყონ;conj-perfect;3;pl;გამო;ჰ;ბაჯბაჯ;ებ;-;ულიყონ;MV;passive;123-10;123;*ბაჯბაჯებ
გამობაჯბაჯებულიყონ;conj-perfect;3;pl;გამო;-;ბაჯბაჯ;ებ;-;ულიყონ;MV;passive;123-10;123;*ბაჯბაჯებ
ვჰბერავ;present;1;sg;-;ვჰ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
ვბერავ;present;1;sg;-;ვ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
ჰბერავ;present;2;sg;-;ჰ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
ბერავ;present;2;sg;-;-;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
ჰბერავს;present;3;sg;-;ჰ;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
ბერავს;present;3;sg;-;-;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
ვჰბერავთ;present;1;pl;-;ვჰ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
ვბერავთ;present;1;pl;-;ვ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
ჰბერავთ;present;2;pl;-;ჰ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
ბერავთ;present;2;pl;-;-;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
ჰბერავენ;present;3;pl;-;ჰ;ბერ;ავ;-;ენ;T1;active;149-2;149;*ბერვა
ბერავენ;present;3;pl;-;-;ბერ;ავ;-;ენ;T1;active;149-2;149;*ბერვა
გავჰბერავ;future;1;sg;გა;ვჰ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
გავბერავ;future;1;sg;გა;ვ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
გაჰბერავ;future;2;sg;გა;ჰ;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
გაბერავ;future;2;sg;გა;-;ბერ;ავ;-;-;T1;active;149-2;149;*ბერვა
გაჰბერავს;future;3;sg;გა;ჰ;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გაბერავს;future;3;sg;გა;-;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გავჰბერავთ;future;1;pl;გა;ვჰ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გავბერავთ;future;1;pl;გა;ვ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გაჰბერავთ;future;2;pl;გა;ჰ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გაბერავთ;future;2;pl;გა;-;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გაჰბერავენ;future;3;pl;გა;ჰ;ბერ;ავ;-;ენ;T1;active;149-2;149;*ბერვა
გაბერავენ;future;3;pl;გა;-;ბერ;ავ;-;ენ;T1;active;149-2;149;*ბერვა
ვჰბერე;aorist;1;sg;-;ვჰ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
ვბერე;aorist;1;sg;-;ვ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
გავჰბერე;aorist;1;sg;გა;ვჰ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
გავბერე;aorist;1;sg;გა;ვ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
ჰბერე;aorist;2;sg;-;ჰ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
ბერე;aorist;2;sg;-;-;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
გაჰბერე;aorist;2;sg;გა;ჰ;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
გაბერე;aorist;2;sg;გა;-;ბერ;-;-;ე;T1;active;149-2;149;*ბერვა
ჰბერა;aorist;3;sg;-;ჰ;ბერ;-;-;ა;T1;active;149-2;149;*ბერვა
ბერა;aorist;3;sg;-;-;ბერ;-;-;ა;T1;active;149-2;149;*ბერვა
გაჰბერა;aorist;3;sg;გა;ჰ;ბერ;-;-;ა;T1;active;149-2;149;*ბერვა
გაბერა;aorist;3;sg;გა;-;ბერ;-;-;ა;T1;active;149-2;149;*ბერვა
ვჰბერეთ;aorist;1;pl;-;ვჰ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
ვბერეთ;aorist;1;pl;-;ვ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
გავჰბერეთ;aorist;1;pl;გა;ვჰ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
გავბერეთ;aorist;1;pl;გა;ვ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
ჰბერეთ;aorist;2;pl;-;ჰ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
ბერეთ;aorist;2;pl;-;-;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
გაჰბერეთ;aorist;2;pl;გა;ჰ;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
გაბერეთ;aorist;2;pl;გა;-;ბერ;-;-;ეთ;T1;active;149-2;149;*ბერვა
ჰბერეს;aorist;3;pl;-;ჰ;ბერ;-;-;ეს;T1;active;149-2;149;*ბერვა
ბერეს;aorist;3;pl;-;-;ბერ;-;-;ეს;T1;active;149-2;149;*ბერვა
გაჰბერეს;aorist;3;pl;გა;ჰ;ბერ;-;-;ეს;T1;active;149-2;149;*ბერვა
გაბერეს;aorist;3;pl;გა;-;ბერ;-;-;ეს;T1;active;149-2;149;*ბერვა
გამიბერავს;perfect;1;sg;გა;მი;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გამიბერია;perfect;1;sg;გა;მი;ბერ;-;-;ია;T1;active;149-2;149;*ბერვა
გაგიბერავს;perfect;2;sg;გა;გი;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გაგიბერია;perfect;2;sg;გა;გი;ბერ;-;-;ია;T1;active;149-2;149;*ბერვა
გაუბერავს;perfect;3;sg;გა;უ;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გაუბერია;perfect;3;sg;გა;უ;ბერ;-;-;ია;T1;active;149-2;149;*ბერვა
გაგვიბერავს;perfect;1;pl;გა;გვი;ბერ;ავ;-;ს;T1;active;149-2;149;*ბერვა
გაგვიბერია;perfect;1;pl;გა;გვი;ბერ;-;-;ია;T1;active;149-2;149;*ბერვა
გაგიბერავთ;perfect;2;pl;გა;გი;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გაგიბერიათ;perfect;2;pl;გა;გი;ბერ;-;-;იათ;T1;active;149-2;149;*ბერვა
გაუბერავთ;perfect;3;pl;გა;უ;ბერ;ავ;-;თ;T1;active;149-2;149;*ბერვა
გაუბერიათ;perfect;3;pl;გა;უ;ბერ;-;-;იათ;T1;active;149-2;149;*ბერვა
ვჰბერავდი;imperfect;1;sg;-;ვჰ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
ვბერავდი;imperfect;1;sg;-;ვ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
ჰბერავდი;imperfect;2;sg;-;ჰ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
ბერავდი;imperfect;2;sg;-;-;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
ჰბერავდა;imperfect;3;sg;-;ჰ;ბერ;ავ;-;და;T1;active;149-2;149;*ბერვა
ბერავდა;imperfect;3;sg;-;-;ბერ;ავ;-;და;T1;active;149-2;149;*ბერვა
ვჰბერავდით;imperfect;1;pl;-;ვჰ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
ვბერავდით;imperfect;1;pl;-;ვ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
ჰბერავდით;imperfect;2;pl;-;ჰ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
ბერავდით;imperfect;2;pl;-;-;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
ჰბერავდენ;imperfect;3;pl;-;ჰ;ბერ;ავ;-;დენ;T1;active;149-2;149;*ბერვა
ჰბერავდნენ;imperfect;3;pl;-;ჰ;ბერ;ავ;-;დნენ;T1;active;149-2;149;*ბერვა
ბერავდენ;imperfect;3;pl;-;-;ბერ;ავ;-;დენ;T1;active;149-2;149;*ბერვა
ბერავდნენ;imperfect;3;pl;-;-;ბერ;ავ;-;დნენ;T1;active;149-2;149;*ბერვა
გავჰბერავდი;conditional;1;sg;გა;ვჰ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
გავბერავდი;conditional;1;sg;გა;ვ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
გაჰბერავდი;conditional;2;sg;გა;ჰ;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
გაბერავდი;conditional;2;sg;გა;-;ბერ;ავ;-;დი;T1;active;149-2;149;*ბერვა
გაჰბერავდა;conditional;3;sg;გა;ჰ;ბერ;ავ;-;და;T1;active;149-2;149;*ბერვა
გაბერავდა;conditional;3;sg;გა;-;ბერ;ავ;-;და;T1;active;149-2;149;*ბერვა
გავჰბერავდით;conditional;1;pl;გა;ვჰ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
გავბერავდით;conditional;1;pl;გა;ვ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
გაჰბერავდით;conditional;2;pl;გა;ჰ;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
გაბერავდით;conditional;2;pl;გა;-;ბერ;ავ;-;დით;T1;active;149-2;149;*ბერვა
გაჰბერავდენ;conditional;3;pl;გა;ჰ;ბერ;ავ;-;დენ;T1;active;149-2;149;*ბერვა
გაჰბერავდნენ;conditional;3;pl;გა;ჰ;ბერ;ავ;-;დნენ;T1;active;149-2;149;*ბერვა
გაბერავდენ;conditional;3;pl;გა;-;ბერ;ავ;-;დენ;T1;active;149-2;149;*ბერვა
გაბერავდნენ;conditional;3;pl;გა;-;ბერ;ავ;-;დნენ;T1;active;149-2;149;*ბერვა
ვჰბერო;optative;1;sg;-;ვჰ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
ვბერო;optative;1;sg;-;ვ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
გავჰბერო;optative;1;sg;გა;ვჰ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
გავბერო;optative;1;sg;გა;ვ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
ჰბერო;optative;2;sg;-;ჰ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
ბერო;optative;2;sg;-;-;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
გაჰბერო;optative;2;sg;გა;ჰ;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
გაბერო;optative;2;sg;გა;-;ბერ;-;-;ო;T1;active;149-2;149;*ბერვა
ჰბეროს;optative;3;sg;-;ჰ;ბერ;-;-;ოს;T1;active;149-2;149;*ბერვა
ბეროს;optative;3;sg;-;-;ბერ;-;-;ოს;T1;active;149-2;149;*ბერვა
გაჰბეროს;optative;3;sg;გა;ჰ;ბერ;-;-;ოს;T1;active;149-2;149;*ბერვა
გაბეროს;optative;3;sg;გა;-;ბერ;-;-;ოს;T1;active;149-2;149;*ბერვა
ვჰბეროთ;optative;1;pl;-;ვჰ;ბერ;-;-;ოთ;T1;active;149-2;149;*ბერვა
ვბეროთ;optative;1;pl;-;ვ;ბერ;-;-;ოთ;T1;active;149-2;149;*ბერვა
